,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,TrainingTimesLastYear
5594,34,Travel_Rarely,699,Research & Development,6,1,83,17102,2960,Research Scientist,1,Medical,1,31,2,Male,3,3,1,3,2,No,11,0,8,3,4,2,1,3,1,2
5595,53,Travel_Rarely,1282,Research & Development,5,5,58,10735,19094,Manager,3,Other,1,32,3,Female,3,3,3,3,4,No,11,1,26,2,14,13,4,8,0,3
5596,32,Travel_Frequently,1125,Research & Development,16,1,72,4681,3919,Research Scientist,1,Life Sciences,1,33,2,Female,1,3,1,4,1,Yes,22,0,10,3,10,2,6,7,1,5
5597,42,Travel_Rarely,691,Sales,8,2,48,21173,6825,Sales Executive,4,Marketing,1,35,3,Male,3,3,2,3,0,No,11,1,10,3,9,7,4,2,0,2
5598,44,Travel_Rarely,477,Research & Development,7,3,42,2094,10248,Healthcare Representative,4,Medical,1,36,1,Female,2,3,4,3,3,No,14,1,24,3,22,6,5,17,0,4
5599,46,Travel_Rarely,705,Sales,2,5,83,22822,18947,Manager,4,Marketing,1,38,2,Female,3,3,1,3,3,No,12,0,22,2,2,2,2,1,0,2
5600,33,Travel_Rarely,924,Research & Development,2,1,78,6670,2496,Laboratory Technician,3,Medical,1,39,3,Male,3,3,4,3,4,No,11,0,7,3,1,1,0,0,0,3
5601,44,Travel_Rarely,1459,Research & Development,10,2,41,19121,6465,Healthcare Representative,4,Other,1,40,4,Male,3,3,4,3,2,Yes,13,0,9,4,4,2,1,3,0,5
5602,30,Travel_Rarely,125,Research & Development,9,1,83,16117,2206,Laboratory Technician,2,Medical,1,41,4,Male,2,3,3,3,1,No,13,0,10,3,10,0,1,8,0,5
5603,39,Travel_Rarely,895,Sales,5,2,56,3335,2086,Sales Representative,3,Technical Degree,1,42,4,Male,3,3,4,3,3,No,14,1,19,4,1,0,0,0,1,6
5604,24,Travel_Rarely,813,Research & Development,1,1,61,3020,2293,Research Scientist,3,Medical,1,45,2,Male,3,3,4,3,2,Yes,16,1,6,2,2,0,2,0,1,2
5605,43,Travel_Rarely,1273,Research & Development,2,1,72,21923,2645,Research Scientist,2,Medical,1,46,4,Female,4,3,3,3,1,No,12,2,6,2,5,3,1,4,0,3
5606,50,Travel_Rarely,869,Sales,3,1,86,3810,2683,Sales Representative,2,Marketing,1,47,1,Male,2,3,3,3,1,Yes,14,0,3,3,3,2,0,2,1,2
5607,35,Travel_Rarely,890,Sales,2,1,97,9687,2014,Sales Representative,3,Marketing,1,49,4,Female,3,3,4,3,1,No,13,0,2,3,2,2,2,2,0,3
5608,36,Travel_Rarely,852,Research & Development,5,1,82,13072,3419,Research Scientist,4,Life Sciences,1,51,2,Female,2,3,1,3,9,Yes,14,1,6,4,1,1,0,0,0,3
5609,33,Travel_Frequently,1141,Sales,1,2,42,3193,5376,Sales Executive,3,Life Sciences,1,52,3,Female,4,3,1,3,2,No,19,2,10,3,5,3,1,3,0,3
5610,35,Travel_Rarely,464,Research & Development,4,1,75,10910,1951,Laboratory Technician,2,Other,1,53,3,Male,3,3,4,3,1,No,12,1,1,3,1,0,0,0,0,3
5611,27,Travel_Rarely,1240,Research & Development,2,1,33,19715,2341,Laboratory Technician,4,Life Sciences,1,54,4,Female,3,3,1,3,1,No,13,1,1,3,1,0,0,0,0,6
5612,26,Travel_Rarely,1357,Research & Development,25,1,48,10558,2293,Laboratory Technician,3,Life Sciences,1,55,1,Male,1,3,3,3,1,No,12,0,1,2,1,0,0,1,1,2
5613,27,Travel_Frequently,994,Sales,8,3,37,2975,8726,Sales Executive,3,Life Sciences,1,56,4,Male,3,3,3,3,1,No,15,0,9,3,9,8,1,7,0,0
5614,30,Travel_Frequently,721,Research & Development,1,2,58,10781,4011,Laboratory Technician,2,Medical,1,57,3,Female,3,3,4,4,1,No,23,0,12,3,12,8,3,7,0,2
5615,41,Travel_Rarely,1360,Research & Development,12,5,49,16280,19545,Research Director,3,Technical Degree,1,58,2,Female,3,3,3,3,1,No,12,0,23,3,22,15,15,8,1,0
5616,34,Non-Travel,1065,Sales,23,2,72,10034,4568,Sales Executive,4,Marketing,1,60,2,Male,3,3,3,4,0,No,20,0,10,3,9,5,8,7,0,2
5617,37,Travel_Rarely,408,Research & Development,19,1,73,10227,3022,Research Scientist,2,Life Sciences,1,61,2,Male,3,3,2,4,4,No,21,0,8,3,1,0,0,0,0,1
5618,46,Travel_Frequently,1211,Sales,5,2,98,20445,5772,Sales Executive,4,Marketing,1,62,1,Male,3,3,4,4,4,Yes,21,0,14,3,9,6,0,8,0,4
5619,35,Travel_Rarely,1229,Research & Development,8,1,36,4892,2269,Laboratory Technician,1,Life Sciences,1,63,4,Male,4,3,4,3,1,No,19,0,1,3,1,0,0,1,0,2
5620,48,Travel_Rarely,626,Research & Development,1,3,98,19294,5381,Laboratory Technician,2,Life Sciences,1,64,1,Male,2,3,3,3,9,Yes,13,0,23,3,1,0,0,0,1,2
5621,28,Travel_Rarely,1434,Research & Development,5,1,50,11179,3441,Laboratory Technician,4,Technical Degree,1,65,3,Male,3,3,3,3,1,Yes,13,0,2,2,2,2,2,2,1,3
5622,44,Travel_Rarely,1488,Sales,1,2,75,4009,5454,Sales Executive,5,Marketing,1,68,2,Female,3,3,1,4,5,Yes,21,1,9,2,4,3,1,3,0,2
5623,35,Non-Travel,1097,Research & Development,11,3,79,8302,9884,Healthcare Representative,2,Medical,1,70,3,Male,2,3,1,3,2,Yes,13,1,10,3,4,0,2,3,0,3
5624,26,Travel_Rarely,1443,Sales,23,2,47,21436,4157,Sales Executive,3,Marketing,1,72,3,Female,2,3,4,3,7,Yes,19,1,5,2,2,2,0,0,0,2
5625,33,Travel_Frequently,515,Research & Development,1,3,98,15146,13458,Research Director,2,Life Sciences,1,73,1,Female,3,3,4,3,1,Yes,12,0,15,3,15,14,8,12,0,1
5626,35,Travel_Frequently,853,Sales,18,3,71,11031,9069,Sales Executive,5,Life Sciences,1,74,2,Male,3,3,1,4,1,No,22,1,9,2,9,8,1,8,0,3
5627,35,Travel_Rarely,1142,Research & Development,23,1,30,16002,4014,Laboratory Technician,4,Medical,1,75,3,Female,3,3,1,3,3,Yes,15,1,4,3,2,2,2,2,0,3
5628,31,Travel_Rarely,655,Research & Development,7,2,48,9528,5915,Laboratory Technician,4,Life Sciences,1,76,4,Male,3,3,4,4,3,No,22,1,10,2,7,7,1,7,0,3
5629,37,Travel_Rarely,1115,Research & Development,1,2,51,2689,5993,Manufacturing Director,4,Life Sciences,1,77,1,Male,2,3,3,3,1,No,18,1,7,4,7,5,0,7,0,2
5630,32,Travel_Rarely,427,Research & Development,1,2,33,10877,6162,Manufacturing Director,3,Medical,1,78,1,Male,3,3,4,4,1,Yes,22,1,9,3,9,8,7,8,0,3
5631,38,Travel_Frequently,653,Research & Development,29,2,50,5456,2406,Laboratory Technician,5,Life Sciences,1,79,4,Female,3,3,4,3,1,No,11,0,10,3,10,3,9,9,0,2
5632,50,Travel_Rarely,989,Research & Development,7,5,43,16701,18740,Research Director,2,Medical,1,80,2,Female,2,3,3,3,5,Yes,12,1,29,2,27,3,13,8,0,2
5633,59,Travel_Rarely,1435,Sales,25,3,99,2354,7637,Sales Executive,3,Life Sciences,1,81,1,Female,3,3,1,3,7,No,11,0,28,2,21,16,7,9,0,3
5634,36,Travel_Rarely,1223,Research & Development,8,3,59,8202,10096,Healthcare Representative,3,Technical Degree,1,83,3,Female,3,3,3,3,1,No,13,3,17,3,17,14,12,8,0,2
5635,55,Travel_Rarely,836,Research & Development,8,4,33,19730,14756,Manager,3,Medical,1,84,4,Female,3,3,3,3,2,Yes,14,3,21,3,5,0,0,2,0,2
5636,36,Travel_Frequently,1195,Research & Development,11,2,95,22656,6499,Manufacturing Director,3,Life Sciences,1,85,2,Male,2,3,2,3,1,No,13,0,6,3,6,5,0,3,0,3
5637,45,Travel_Rarely,1339,Research & Development,7,3,59,18787,9724,Research Scientist,3,Life Sciences,1,86,2,Male,3,3,1,3,2,No,17,1,25,3,1,0,0,0,0,2
5638,35,Travel_Frequently,664,Research & Development,1,1,79,5868,2194,Research Scientist,3,Medical,1,88,2,Male,3,3,1,3,4,No,13,1,5,2,3,2,1,2,0,2
5639,36,Travel_Rarely,318,Research & Development,9,1,79,21777,3388,Research Scientist,3,Medical,1,90,4,Male,2,3,3,3,0,Yes,17,1,2,2,1,0,0,0,1,0
5640,59,Travel_Frequently,1225,Sales,1,2,57,24668,5473,Sales Executive,1,Life Sciences,1,91,1,Female,2,3,3,3,7,No,11,0,20,2,4,3,1,3,0,2
5641,29,Travel_Rarely,1328,Research & Development,2,1,76,4956,2703,Research Scientist,3,Life Sciences,1,94,3,Male,3,3,2,4,0,No,23,1,6,3,5,4,0,4,0,3
5642,31,Travel_Rarely,1082,Research & Development,1,1,87,18775,2501,Research Scientist,4,Medical,1,95,3,Male,3,3,2,3,1,No,17,0,1,3,1,1,1,0,0,4
5643,32,Travel_Rarely,548,Research & Development,1,2,66,7346,6220,Research Scientist,3,Life Sciences,1,96,2,Male,3,3,2,3,1,No,17,2,10,3,10,4,0,9,0,3
5644,36,Travel_Rarely,132,Research & Development,6,1,55,22002,3038,Laboratory Technician,3,Life Sciences,1,97,2,Female,4,3,4,3,3,No,12,0,5,3,1,0,0,0,0,3
5645,31,Travel_Rarely,746,Research & Development,8,2,61,20682,4424,Manufacturing Director,4,Life Sciences,1,98,3,Female,3,3,4,4,1,No,23,0,11,3,11,7,1,8,0,2
5646,35,Travel_Rarely,776,Sales,1,2,32,23016,4312,Sales Executive,4,Marketing,1,100,3,Male,2,3,1,3,0,No,14,0,16,3,15,13,2,8,0,2
5647,45,Travel_Rarely,193,Research & Development,6,3,52,15067,13245,Research Director,4,Other,1,101,4,Male,3,3,1,3,4,Yes,14,0,17,4,0,0,0,0,0,3
5648,37,Travel_Rarely,397,Research & Development,7,3,30,25258,13664,Research Director,4,Medical,1,102,1,Male,3,3,3,3,4,No,13,0,16,4,5,2,0,2,0,3
5649,46,Travel_Rarely,945,Human Resources,5,2,80,10425,5021,Human Resources,2,Medical,1,103,2,Male,3,3,2,4,8,Yes,22,1,16,3,4,2,0,2,0,2
5650,30,Travel_Rarely,852,Research & Development,1,2,55,15998,5126,Laboratory Technician,1,Life Sciences,1,104,4,Male,2,3,4,3,1,Yes,12,2,10,2,10,8,3,0,0,1
5651,35,Travel_Rarely,1214,Research & Development,1,1,30,26278,2859,Research Scientist,3,Medical,1,105,2,Male,2,3,3,3,1,No,18,0,6,3,6,4,0,4,0,3
5652,55,Travel_Rarely,111,Sales,1,3,70,18092,10239,Sales Executive,2,Life Sciences,1,106,1,Male,3,3,4,3,3,No,14,1,24,3,1,0,1,0,0,4
5653,38,Non-Travel,573,Research & Development,6,2,79,15717,5329,Research Scientist,3,Medical,1,107,2,Female,1,3,4,3,7,Yes,12,3,17,3,13,11,1,9,0,3
5654,34,Travel_Rarely,1153,Research & Development,1,2,94,17736,4325,Manufacturing Director,2,Medical,1,110,1,Male,3,3,2,3,1,No,15,0,5,3,5,2,1,3,0,2
5655,56,Travel_Rarely,1400,Research & Development,7,3,49,21698,7260,Manufacturing Director,3,Life Sciences,1,112,4,Male,1,3,4,3,4,No,11,0,37,2,6,4,0,2,0,3
5656,23,Travel_Rarely,541,Sales,2,1,62,9518,2322,Sales Representative,1,Technical Degree,1,113,3,Male,3,3,1,3,3,No,13,1,3,3,0,0,0,0,0,3
5657,51,Travel_Rarely,432,Research & Development,9,1,96,18725,2075,Laboratory Technician,4,Life Sciences,1,116,4,Male,3,3,4,4,3,No,23,2,10,3,4,2,0,3,0,4
5658,30,Travel_Rarely,288,Research & Development,2,2,99,15830,4152,Healthcare Representative,3,Life Sciences,1,117,3,Male,2,3,4,3,1,No,19,3,11,3,11,10,10,8,0,3
5659,46,Travel_Rarely,669,Sales,9,3,64,13596,9619,Sales Executive,2,Medical,1,118,3,Male,2,3,4,3,1,No,16,0,9,3,9,8,4,7,1,3
5660,40,Travel_Frequently,530,Research & Development,1,4,78,14115,13503,Healthcare Representative,4,Life Sciences,1,119,3,Male,2,3,2,4,1,No,22,1,22,2,22,3,11,11,0,3
5661,51,Travel_Rarely,632,Sales,21,2,71,8423,5441,Sales Executive,4,Marketing,1,120,3,Male,3,3,4,4,0,Yes,22,0,11,1,10,7,1,0,0,2
5662,30,Travel_Rarely,1334,Sales,4,2,63,19760,5209,Sales Executive,2,Medical,1,121,3,Female,2,3,2,3,1,Yes,12,3,11,2,11,8,2,7,0,4
5663,46,Travel_Frequently,638,Research & Development,1,3,40,3142,10673,Healthcare Representative,3,Medical,1,124,3,Male,2,3,1,3,2,Yes,13,1,21,2,10,9,9,5,0,5
5664,32,Travel_Rarely,1093,Sales,6,2,87,24301,5010,Sales Executive,4,Medical,1,125,2,Male,3,3,3,3,1,No,16,0,12,3,11,8,5,7,0,0
5665,54,Travel_Rarely,1217,Research & Development,2,3,60,24001,13549,Research Director,4,Technical Degree,1,126,1,Female,3,3,3,3,9,No,12,1,16,1,4,3,0,3,0,5
5666,24,Travel_Rarely,1353,Sales,3,2,33,17519,4999,Sales Executive,2,Other,1,128,1,Female,3,3,3,4,0,No,21,1,4,2,3,2,0,2,0,2
5667,28,Non-Travel,120,Sales,4,2,43,8863,4221,Sales Executive,3,Medical,1,129,2,Male,3,3,3,3,1,No,15,0,5,4,5,4,0,4,0,3
5668,58,Travel_Rarely,682,Sales,10,4,37,24409,13872,Sales Executive,4,Medical,1,131,4,Male,3,3,3,3,0,No,13,0,38,2,37,10,1,8,0,1
5669,44,Non-Travel,489,Research & Development,23,2,67,25043,2042,Laboratory Technician,3,Medical,1,132,2,Male,3,3,2,3,4,No,12,1,17,4,3,2,1,2,0,3
5670,37,Travel_Rarely,807,Human Resources,6,1,63,23648,2073,Human Resources,4,Human Resources,1,133,3,Male,3,3,1,4,4,Yes,22,0,7,3,3,2,0,2,1,3
5671,32,Travel_Rarely,827,Research & Development,1,1,71,15178,2956,Research Scientist,1,Life Sciences,1,134,4,Male,3,3,1,3,1,No,13,0,1,3,1,0,0,0,0,2
5672,20,Travel_Frequently,871,Research & Development,6,1,66,19783,2926,Laboratory Technician,3,Life Sciences,1,137,4,Female,2,3,4,3,1,Yes,18,0,1,3,1,0,1,0,1,5
5673,34,Travel_Rarely,665,Research & Development,6,2,41,12482,4809,Research Scientist,4,Other,1,138,1,Female,3,3,3,3,1,No,14,0,16,3,16,13,2,10,0,3
5674,37,Non-Travel,1040,Research & Development,2,2,100,15850,5163,Healthcare Representative,2,Life Sciences,1,139,3,Male,2,3,4,3,5,No,14,1,17,4,1,0,0,0,0,2
5675,59,Non-Travel,1420,Human Resources,2,5,32,21922,18844,Manager,4,Human Resources,1,140,3,Female,2,3,4,4,9,No,21,1,30,3,3,2,2,2,0,3
5676,50,Travel_Frequently,1115,Research & Development,1,5,73,9755,18172,Research Director,3,Life Sciences,1,141,1,Female,3,3,2,3,3,Yes,19,0,28,2,8,3,0,7,0,1
5677,25,Travel_Rarely,240,Sales,5,2,46,26959,5744,Sales Executive,3,Marketing,1,142,3,Male,2,3,3,3,1,Yes,11,0,6,3,6,4,0,3,1,1
5678,25,Travel_Rarely,1280,Research & Development,7,1,64,26897,2889,Research Scientist,1,Medical,1,143,4,Male,2,3,4,3,1,No,11,2,2,3,2,2,2,1,0,2
5679,22,Travel_Rarely,534,Research & Development,15,1,59,23785,2871,Laboratory Technician,3,Medical,1,144,2,Female,3,3,4,3,1,No,15,0,1,3,0,0,0,0,0,5
5680,51,Travel_Frequently,1456,Research & Development,1,3,30,25796,7484,Healthcare Representative,4,Medical,1,145,1,Female,2,3,1,4,3,No,20,0,23,2,13,12,12,8,0,1
5681,34,Travel_Frequently,658,Research & Development,7,2,66,22887,6074,Laboratory Technician,3,Life Sciences,1,147,1,Male,1,3,3,4,1,Yes,24,0,9,3,9,7,0,6,1,3
5682,54,Non-Travel,142,Human Resources,26,4,30,13871,17328,Manager,3,Human Resources,1,148,4,Female,4,3,4,3,2,Yes,12,0,23,3,5,3,4,4,0,3
5683,24,Travel_Rarely,1127,Research & Development,18,1,52,13257,2774,Laboratory Technician,1,Life Sciences,1,150,2,Male,3,3,3,3,0,No,12,1,6,3,5,3,1,2,0,2
5684,34,Travel_Rarely,1031,Research & Development,6,2,45,15000,4505,Research Scientist,4,Life Sciences,1,151,3,Female,2,3,2,3,6,No,15,1,12,3,1,0,0,0,0,3
5685,37,Travel_Rarely,1189,Sales,3,3,87,14506,7428,Sales Executive,3,Life Sciences,1,152,3,Male,3,3,4,3,2,No,12,0,12,3,5,3,1,3,0,3
5686,34,Travel_Rarely,1354,Research & Development,5,3,45,5615,11631,Manager,3,Medical,1,153,3,Female,2,3,1,3,2,No,12,0,14,3,11,10,5,8,0,6
5687,36,Travel_Frequently,1467,Sales,11,3,92,22952,9738,Sales Executive,2,Technical Degree,1,154,2,Female,3,3,4,3,0,No,14,1,10,3,9,7,2,8,0,6
5688,36,Travel_Rarely,922,Research & Development,3,1,39,2561,2835,Laboratory Technician,2,Life Sciences,1,155,1,Female,3,3,4,4,5,No,22,1,7,3,1,0,0,0,0,2
5689,43,Travel_Frequently,394,Sales,26,4,92,19494,16959,Manager,2,Life Sciences,1,158,3,Male,3,3,4,3,1,Yes,12,2,25,4,25,12,4,12,0,3
5690,30,Travel_Frequently,1312,Research & Development,23,1,96,22310,2613,Research Scientist,3,Life Sciences,1,159,1,Male,1,3,3,4,1,No,25,3,10,2,10,7,0,9,0,2
5691,33,Non-Travel,750,Sales,22,2,95,15480,6146,Sales Executive,2,Marketing,1,160,3,Male,3,3,2,3,0,No,13,1,8,4,7,7,0,7,0,2
5692,56,Travel_Rarely,441,Research & Development,14,1,72,4510,4963,Research Scientist,4,Life Sciences,1,161,2,Female,3,3,2,3,9,Yes,18,3,7,3,5,4,4,3,1,2
5693,51,Travel_Rarely,684,Research & Development,6,5,51,6462,19537,Research Director,3,Life Sciences,1,162,1,Male,3,3,3,3,7,No,13,0,23,3,20,18,15,15,0,5
5694,31,Travel_Rarely,249,Sales,6,2,76,20739,6172,Sales Executive,4,Life Sciences,1,163,2,Male,1,3,3,3,4,Yes,18,0,12,2,7,7,7,7,1,3
5695,26,Travel_Rarely,841,Research & Development,6,1,46,23300,2368,Research Scientist,3,Other,1,164,3,Female,2,3,2,3,1,No,19,0,5,2,5,4,4,3,0,3
5696,58,Travel_Rarely,147,Research & Development,23,3,94,3465,10312,Healthcare Representative,4,Medical,1,165,4,Female,3,3,4,3,1,No,12,1,40,2,40,10,15,6,1,3
5697,19,Travel_Rarely,528,Sales,22,1,50,26820,1675,Sales Representative,1,Marketing,1,167,4,Male,3,3,3,3,1,Yes,19,0,0,2,0,0,0,0,1,2
5698,22,Travel_Rarely,594,Research & Development,2,1,100,19299,2523,Laboratory Technician,1,Technical Degree,1,169,3,Male,3,3,4,3,0,No,14,1,3,3,2,1,2,1,0,2
5699,49,Travel_Rarely,470,Research & Development,20,2,96,5549,6567,Manufacturing Director,4,Medical,1,170,3,Female,3,3,1,3,1,No,14,0,16,2,15,11,5,11,0,2
5700,43,Travel_Frequently,957,Research & Development,28,1,72,16090,4739,Research Scientist,3,Medical,1,171,2,Female,4,3,3,3,4,No,12,0,18,3,3,2,1,2,0,2
5701,50,Travel_Frequently,809,Sales,12,3,77,6645,9208,Sales Executive,3,Marketing,1,174,3,Female,3,3,4,3,4,No,11,0,16,3,2,2,2,1,0,3
5702,31,Travel_Rarely,542,Sales,20,2,71,24788,4559,Sales Executive,3,Life Sciences,1,175,2,Female,1,3,3,3,3,Yes,11,1,4,3,2,2,2,2,1,2
5703,41,Travel_Rarely,802,Sales,9,3,96,21196,8189,Sales Executive,1,Life Sciences,1,176,3,Male,3,3,3,3,3,Yes,13,1,12,3,9,7,0,7,0,2
5704,26,Travel_Rarely,1355,Human Resources,25,1,61,8916,2942,Human Resources,1,Life Sciences,1,177,3,Female,3,3,3,4,1,No,23,1,8,3,8,7,5,7,0,3
5705,36,Travel_Rarely,216,Research & Development,6,2,84,2819,4941,Manufacturing Director,2,Medical,1,178,2,Male,3,3,2,4,6,No,20,2,7,3,3,2,0,1,0,0
5706,51,Travel_Frequently,1150,Research & Development,8,3,53,25150,10650,Manufacturing Director,4,Life Sciences,1,179,1,Male,1,3,4,3,2,No,15,0,18,3,4,2,0,3,1,2
5707,39,Travel_Rarely,1329,Sales,4,2,47,14590,5902,Sales Executive,4,Life Sciences,1,182,4,Female,2,3,3,3,4,No,14,1,17,4,15,11,5,9,0,1
5708,25,Travel_Rarely,959,Sales,28,2,41,24835,8639,Sales Executive,3,Life Sciences,1,183,1,Male,2,3,3,3,2,No,18,0,6,3,2,2,2,2,0,3
5709,30,Travel_Rarely,1240,Human Resources,9,2,48,13982,6347,Human Resources,3,Human Resources,1,184,3,Male,3,3,4,3,0,Yes,19,0,12,1,11,9,4,7,0,2
5710,32,Travel_Rarely,1033,Research & Development,9,1,41,10224,4200,Laboratory Technician,3,Medical,1,190,1,Female,3,3,1,4,7,No,22,0,10,4,5,4,0,4,1,2
5711,45,Travel_Rarely,1316,Research & Development,29,1,83,9752,3452,Research Scientist,3,Medical,1,192,3,Male,3,3,4,3,5,No,13,0,9,2,6,5,0,3,0,2
5712,38,Travel_Rarely,364,Research & Development,3,2,32,2302,4317,Research Scientist,5,Technical Degree,1,193,4,Female,3,3,3,4,3,Yes,20,0,19,3,3,2,2,2,0,2
5713,30,Travel_Rarely,438,Research & Development,18,1,75,23910,2632,Research Scientist,3,Life Sciences,1,194,1,Female,3,3,3,3,1,No,14,0,5,2,5,4,0,4,0,4
5714,32,Travel_Frequently,689,Sales,9,2,35,22812,4668,Sales Executive,2,Medical,1,195,4,Male,1,3,4,3,0,No,17,3,9,4,8,7,0,7,0,2
5715,30,Travel_Rarely,201,Research & Development,5,1,84,10415,3204,Research Scientist,3,Technical Degree,1,197,4,Female,3,3,1,3,5,No,14,1,8,3,3,2,2,2,0,3
5716,30,Travel_Rarely,1427,Research & Development,2,1,35,11162,2720,Laboratory Technician,1,Medical,1,198,2,Male,2,3,4,3,0,No,13,0,6,3,5,3,1,2,0,3
5717,41,Travel_Frequently,857,Research & Development,10,4,91,12888,17181,Manager,3,Life Sciences,1,199,4,Male,2,3,1,3,4,No,13,1,21,2,7,6,7,7,0,2
5718,41,Travel_Rarely,933,Research & Development,9,1,94,6961,2238,Laboratory Technician,4,Life Sciences,1,200,3,Male,3,3,1,4,2,No,21,1,7,3,5,0,1,4,0,2
5719,19,Travel_Rarely,1181,Research & Development,3,1,79,16102,1483,Laboratory Technician,1,Medical,1,201,2,Female,3,3,2,3,1,No,14,0,1,3,1,0,0,0,0,3
5720,40,Travel_Frequently,1395,Research & Development,26,2,54,8504,5605,Research Scientist,3,Medical,1,202,2,Female,3,3,2,3,1,No,11,1,20,3,20,7,2,13,0,2
5721,35,Travel_Rarely,662,Sales,1,3,94,11439,7295,Sales Executive,5,Marketing,1,204,3,Male,3,3,2,3,1,No,13,2,10,3,10,8,0,6,0,3
5722,53,Travel_Rarely,1436,Sales,6,2,34,16047,2306,Sales Representative,2,Marketing,1,205,2,Male,3,3,3,4,2,Yes,20,1,13,1,7,7,4,5,0,3
5723,45,Travel_Rarely,194,Research & Development,9,2,60,10901,2348,Laboratory Technician,3,Life Sciences,1,206,2,Male,3,3,2,3,8,No,18,1,20,1,17,9,0,15,0,2
5724,32,Travel_Frequently,967,Sales,8,3,43,15589,8998,Sales Executive,3,Marketing,1,207,2,Female,3,3,4,3,1,No,14,0,9,3,9,8,3,7,0,2
5725,29,Non-Travel,1496,Research & Development,1,2,41,26283,4319,Manufacturing Director,1,Technical Degree,1,208,4,Male,3,3,3,3,1,No,13,1,10,3,10,7,0,9,0,1
5726,51,Travel_Rarely,1169,Research & Development,7,2,34,13983,6132,Manufacturing Director,4,Medical,1,211,2,Male,2,3,3,3,2,No,17,0,10,3,1,0,0,0,0,2
5727,58,Travel_Rarely,1145,Research & Development,9,1,75,11873,3346,Research Scientist,3,Medical,1,214,2,Female,2,3,2,4,4,Yes,20,1,9,2,1,0,0,0,0,3
5728,40,Travel_Rarely,630,Sales,4,3,67,8552,10855,Sales Executive,4,Marketing,1,215,3,Male,2,3,4,3,7,No,11,1,15,2,12,11,2,11,0,2
5729,34,Travel_Frequently,303,Sales,2,1,75,11314,2231,Sales Representative,4,Marketing,1,216,3,Female,3,3,3,3,6,No,18,1,6,3,4,3,1,2,0,3
5730,22,Travel_Rarely,1256,Research & Development,19,1,80,11992,2323,Research Scientist,1,Medical,1,217,3,Male,3,3,4,4,1,No,24,2,2,3,2,2,2,2,0,6
5731,27,Non-Travel,691,Research & Development,9,1,57,5970,2024,Research Scientist,3,Medical,1,218,4,Male,3,3,2,3,6,No,18,1,6,1,2,2,2,2,0,1
5732,28,Travel_Rarely,440,Research & Development,21,1,42,6672,2713,Research Scientist,3,Medical,1,221,3,Male,3,3,4,3,1,No,11,1,5,1,5,2,0,2,0,2
5733,57,Travel_Rarely,334,Research & Development,24,3,83,23402,9439,Healthcare Representative,2,Life Sciences,1,223,3,Male,4,3,4,3,3,Yes,16,1,12,1,5,3,1,4,0,2
5734,27,Non-Travel,1450,Research & Development,3,1,79,25326,2566,Research Scientist,3,Medical,1,224,3,Male,2,3,3,3,1,Yes,15,1,1,2,1,1,0,1,0,2
5735,50,Travel_Rarely,1452,Research & Development,11,5,53,17053,19926,Manager,3,Life Sciences,1,226,3,Female,3,3,2,3,3,No,15,0,21,3,5,4,4,4,0,5
5736,41,Travel_Rarely,465,Research & Development,14,1,56,4609,2451,Research Scientist,3,Life Sciences,1,227,1,Male,3,3,3,3,4,No,12,1,13,3,9,8,1,8,0,2
5737,30,Travel_Rarely,1339,Sales,5,3,41,8053,9419,Sales Executive,3,Life Sciences,1,228,2,Female,3,3,4,3,2,No,12,1,12,3,10,9,7,4,0,2
5738,38,Travel_Rarely,702,Sales,1,2,59,12930,8686,Sales Executive,4,Life Sciences,1,230,1,Female,2,3,4,4,4,No,22,0,12,4,8,3,0,7,0,2
5739,32,Travel_Rarely,120,Research & Development,6,1,43,12430,3038,Research Scientist,5,Life Sciences,1,231,3,Male,3,3,3,4,3,No,20,0,8,3,5,4,1,4,0,2
5740,27,Travel_Rarely,1157,Research & Development,17,1,51,13364,3058,Research Scientist,3,Technical Degree,1,233,3,Male,3,3,2,3,0,Yes,16,1,6,2,5,2,1,1,0,3
5741,19,Travel_Frequently,602,Sales,1,1,100,20989,2325,Sales Representative,1,Technical Degree,1,235,3,Female,1,3,1,4,0,No,21,0,1,4,0,0,0,0,1,5
5742,36,Travel_Frequently,1480,Research & Development,3,1,30,15062,2088,Laboratory Technician,2,Medical,1,238,4,Male,3,3,2,3,4,No,12,0,13,2,8,7,7,2,0,3
5743,30,Non-Travel,111,Research & Development,9,2,66,11012,3072,Laboratory Technician,3,Medical,1,239,3,Male,3,3,1,3,1,No,11,2,12,3,12,9,6,10,0,4
5744,45,Travel_Rarely,1268,Sales,4,2,30,6319,5006,Sales Executive,2,Life Sciences,1,240,3,Female,3,3,1,3,4,Yes,11,1,9,4,5,4,0,3,0,3
5745,56,Travel_Rarely,713,Research & Development,8,1,67,13939,4257,Research Scientist,3,Life Sciences,1,241,3,Female,3,3,1,3,4,Yes,18,1,19,3,2,2,2,2,0,3
